text,tag
מטפח ולמעלה משום,-1
הטומאה לצאת: כתב הראב''ד,-1
לצירוף יד ואפשר דמשמע,-1
בעלמא טמא ואין צורך לצירוף יד ואפשר,-1
ואפשר דמשמע לרבינו,-1
במשנה ובפרק תינוקת,0
בת''כ: נגע במשקוף,-1
באהל מה שאין כולם מטמאין,-1
"תינוקת (דף ס""ט) ושנינו בפ''ב דאהלות",-1
הפך ממ''ש בשמו בסמוך,-1
חמור מכולם המת שהוא מטמא באהל,-1
מדברי רבינו שם דטעמא משום דכשטומאה בבית,-1
שבעה וטומאת מגע ואהל מפורשים בתורה,-1
"בפ' ג' מינים (דף מ""ג)",1
"ע""ב) במשנה ובפרק תינוקת (דף ס""ט)",-1
"דכלים (מ""ד) חמור מכולם המת שהוא מטמא",-1
המת או הבא מקצתו,-1
מטפח ולמעלה טמא כנוגע בכותל,-1
וזה הפך ממ''ש,-1
ושנינו בפ''ב דאהלות דאפי' עצם כשעורה מטמא,-1
משנה טומאת אהל אינה,0
דכשטומאה בבית הוי,-1
הנוגע באסקופה מטפח ולמעלה טמא,-1
בו ור''ש כתב,-1
אצל צירף ידו ואפשר שכאן חזר,-1
דלישנא דנגיעה לאו דוקא ואינו טמא אא''כ,-1
ונראה מדברי רבינו שם דטעמא משום דכשטומאה,-1
מגע ואהל מפורשים,-1
משנה המת מטמא במגע ובמשא ובאהל טומאת,0
"מ""ג) ואיתיה בת''כ:",-1
ומ''ש ובין שהאהיל,-1
יד ואפשר דמשמע לרבינו דלישנא דנגיעה,-1
דאהלות (משנה א'):,0
"(דף מ""ג) ואיתיה בת''כ: נגע במשקוף וכו'",-1
משום דכשטומאה בבית הוי הבית,-1
טומאות אלא במת,-1
טעם למה מטפח,-1
דנגיעה היינו צירף ידו שכתב רבינו,-1
לצאת: כתב הראב''ד נגע,-1
הבא כלו לאהל המת או,-1
משנה פ''ק דכלים,0
מכולם המת שהוא מטמא באהל,-1
מטפח ולמטה וכו',-1
טהור כנוגע בקרקע עולם וזה הפך,-1
ידו או אפשר דנגיעה היינו,-1
בקרקע עולם וזה הפך,-1
בבית הוי הבית כקבר סתום,-1
הפך ממ''ש בשמו בסמוך לחד לישנא,-1
"(מ""ד) חמור מכולם המת שהוא מטמא באהל",-1
טומאות אלא במת בלבד,-1
ובאהל טומאת שבעה וטומאת מגע ואהל,-1
אחד הבא כלו לאהל המת או הבא,-1
בריש פ''ג דאהלות,-1
לישנא אצל צירף ידו ואפשר,-1
שכאן חזר בו ור''ש כתב רבי יהושע,-1
א''א מצאתי בתוספתא,-1
בפרק כ''ג ונזיר,-1
אהל אינה בשאר,-1
רבי יהושע מטמא באסקופה מטפח ולמעלה משום,-1
תוספתא זו מפני שנותנת טעם למה מטפח,-1
ולמעלה טמא כנוגע בכותל מכותלי,-1
אהל אינה בשאר טומאות אלא במת בלבד,-1
ושנינו בפ''ב דאהלות דאפי' עצם כשעורה,-1
"תינוקת (דף ס""ט) ושנינו",-1
לאו דוקא ואינו,-1
טמא אא''כ צירף ידו או אפשר,-1
סביביו הילכך הנוגע באסקופה,-1
מכולם המת שהוא מטמא באהל מה,-1
יהיב טעמא למה אם נגע טמא וצ''ע,-1
שנותנת טעם למה מטפח,-1
מטפח ולמעלה טמא כנוגע בכותל מכותלי,-1
לצירוף יד ואפשר דמשמע לרבינו דלישנא דנגיעה,-1
וכאילו יהיב טעמא למה אם נגע,-1
שהאהיל האדם או הכלי וכו',-1
בקרקע עולם וזה,-1
בשמו בסמוך לחד לישנא אצל צירף,-1
ומ''ש נגע באסקופה וכו',-1
איני יודע למה הצריך,-1
בעלמא טמא ואין צורך לצירוף,-1
ממ''ש בשמו בסמוך,-1
רבינו וטומאת משא,-1
המשנה משמע דבנגיעה בעלמא טמא ואין,0
דנגיעה לאו דוקא,-1
כלו לאהל המת או,-1
"ע""ב) במשנה ובפרק תינוקת (דף",0
טמא כנוגע בכותל מכותלי,-1
וטומאת משא בפרק כ''ג ונזיר,-1
ומ''ש וצירף ידו,-1
מפני שנותנת טעם למה מטפח ולמטה,-1
"(דף מ""ג) ואיתיה בת''כ: נגע במשקוף",-1
"נ""ו ע""ב) במשנה ובפרק תינוקת",0
משא בפרק כ''ג,-1
במשנה וכר' יהושע ונראה מדברי רבינו,0
כסף משנה המת מטמא,0
איני יודע למה הצריך שיצרף,-1
המת שהוא מטמא באהל מה שאין כולם,-1
דאהלות דאפי' עצם כשעורה מטמא במשא:,-1
בו ור''ש כתב רבי יהושע מטמא,-1
כל סביביו הילכך הנוגע באסקופה,-1
ומ''ש ובין שהאהיל האדם או הכלי,-1
חמור מכולם המת שהוא מטמא באהל מה,-1
ידו ואפשר שכאן חזר בו,-1
"פ''ק דכלים (מ""ד) חמור מכולם המת שהוא",-1
"ונזיר (דף נ""ו ע""ב) במשנה ובפרק תינוקת",0
דדרך הטומאה לצאת: כתב הראב''ד נגע באסקופה,-1
משנה אחד הבא כלו לאהל המת,0
למה אם נגע,-1
"(מ""ד) חמור מכולם המת שהוא",-1
הפך ממ''ש בשמו בסמוך לחד לישנא אצל,-1
משום דכשטומאה בבית,-1
"ג' מינים (דף מ""ג) ואיתיה בת''כ: נגע",-1
בבית הוי הבית כקבר סתום ומטמא כל,-1
הראב''ד נגע באסקופה מטפח ולמטה,-1
ואיתיה בת''כ: נגע,-1
משום דדרך הטומאה לצאת:,-1
אצל צירף ידו ואפשר שכאן,-1
אצל צירף ידו ואפשר שכאן חזר בו,-1
צורך לצירוף יד ואפשר,-1
שכתב רבינו וכאילו יהיב טעמא למה,-1
עולם וזה הפך,-1
"פ''ק דכלים (מ""ד) חמור מכולם",-1
רבינו שם דטעמא משום דכשטומאה,-1
ולמטה טהור מטפח,-1
בקרקע עולם וזה הפך ממ''ש בשמו בסמוך,-1
בעלמא טמא ואין צורך,-1
ממ''ש בשמו בסמוך לחד לישנא אצל צירף,-1
דוקא ואינו טמא אא''כ,-1
רבינו שם דטעמא,-1
ובין שהאהיל האדם או הכלי וכו',-1
כנוגע בקרקע עולם וזה הפך ממ''ש בשמו,-1
שם במשנה וכר' יהושע,0
ולמעלה משום דדרך הטומאה לצאת: כתב,-1
ואפשר שכאן חזר בו,-1
"מינים (דף מ""ג) ואיתיה בת''כ:",-1
"(דף נ""ו ע""ב) במשנה ובפרק תינוקת",0
דדרך הטומאה לצאת: כתב הראב''ד,-1
בעלמא טמא ואין צורך לצירוף יד,-1
דאהלות דאפי' עצם,-1
אפשר דנגיעה היינו צירף ידו,-1
כתב הראב''ד נגע באסקופה מטפח,-1
ולמעלה טמא כנוגע,-1
ג''ז שם במשנה וכר' יהושע,0
כסף משנה המת,0
ואפשר שכאן חזר,-1
ידו שמלשון המשנה משמע דבנגיעה בעלמא,0
שכתב רבינו וכאילו יהיב טעמא למה אם,-1
זו מפני שנותנת טעם למה מטפח ולמטה,-1
אא''כ צירף ידו או,-1
הילכך הנוגע באסקופה מטפח ולמעלה טמא כנוגע,-1
אא''כ צירף ידו או אפשר דנגיעה,-1
שהוא מטמא באהל,-1
חמור מכולם המת,-1
חזר בו ור''ש כתב רבי יהושע מטמא,-1
ואיתיה בת''כ: נגע במשקוף,-1
אפשר דנגיעה היינו צירף ידו שכתב,-1
בפ''ב דאהלות דאפי' עצם כשעורה מטמא,-1
סתום ומטמא כל סביביו,-1
וטומאת משא בפרק,-1
במשנה ובפרק תינוקת (דף,0
"במשנה ובפרק תינוקת (דף ס""ט)",1
ובפרק תינוקת (דף,-1
כלו לאהל המת או הבא,-1
"ע""ב) במשנה ובפרק",0
מדברי רבינו שם דטעמא,-1
וכר' יהושע ונראה,-1
הבא כלו לאהל המת או הבא מקצתו,-1
מטפח ולמעלה טמא כנוגע בכותל מכותלי הבית,-1
שהאהיל האדם או הכלי,-1
"כ''ג ונזיר (דף נ""ו ע""ב) במשנה ובפרק",0
כלו לאהל המת או הבא מקצתו וכו',-1
"ס""ט) ושנינו בפ''ב דאהלות דאפי' עצם כשעורה",-1
"מינים (דף מ""ג) ואיתיה בת''כ: נגע",-1
מטמא באסקופה מטפח ולמעלה משום,-1
חזר בו ור''ש כתב רבי,-1
ואפשר שכאן חזר בו ור''ש כתב,-1
"דכלים (מ""ד) חמור מכולם המת שהוא",-1
כל סביביו הילכך הנוגע באסקופה מטפח,-1
טומאת שבעה וטומאת מגע ואהל,-1
"(דף ס""ט) ושנינו בפ''ב דאהלות דאפי'",-1
מטמא באהל מה שאין,-1
שכתב רבינו וכאילו יהיב,-1
ובמשא ובאהל טומאת שבעה וטומאת מגע,-1
הצריך שיצרף ידו שמלשון המשנה,0
אחד הבא כלו לאהל המת או,-1
בתוספתא דאהלות וכו',-1
המת מטמא במגע ובמשא,-1
משום דכשטומאה בבית הוי,-1
משמע דבנגיעה בעלמא,-1
דבנגיעה בעלמא טמא ואין צורך לצירוף,-1
כסף משנה טומאת אהל,0
טעם למה מטפח ולמטה טהור מטפח,-1
טמא כנוגע בכותל מכותלי הבית,-1
ומטמא כל סביביו הילכך,-1
הפך ממ''ש בשמו,-1
ידו שכתב רבינו,-1
צירף ידו ואפשר שכאן חזר,-1
יהושע מטמא באסקופה מטפח ולמעלה,-1
דאפי' עצם כשעורה מטמא במשא:,-1
תוספתא זו מפני שנותנת,-1
משום דכשטומאה בבית הוי הבית כקבר,-1
למה מטפח ולמטה טהור מטפח,-1
א''א מצאתי בתוספתא דאהלות,-1
ונראה מדברי רבינו שם,-1
דטעמא משום דכשטומאה בבית הוי הבית,-1
ור''ש כתב רבי יהושע מטמא באסקופה,-1
יד ואפשר דמשמע לרבינו דלישנא דנגיעה לאו,-1
כתב תוספתא זו מפני שנותנת,-1
ולמטה טהור מטפח ולמעלה,-1
טומאת שבעה וטומאת מגע,-1
משנה אחד הבא,0
בסמוך לחד לישנא אצל צירף ידו ואפשר,-1
ושנינו בפ''ב דאהלות דאפי',-1
יהיב טעמא למה אם נגע טמא,-1
"פ''ק דכלים (מ""ד) חמור מכולם המת",-1
ונראה מדברי רבינו שם דטעמא,-1
"ע""ב) במשנה ובפרק תינוקת",0
למה מטפח ולמטה טהור,-1
איני יודע למה,-1
מטפח ולמטה טהור מטפח,-1
באסקופה מטפח ולמטה וכו',-1
ואיתיה בת''כ: נגע במשקוף וכו',-1
יהיב טעמא למה אם נגע,-1
"(דף ס""ט) ושנינו בפ''ב דאהלות דאפי' עצם",-1
מטמא באהל מה שאין כולם,-1
הטומאה לצאת: כתב הראב''ד נגע באסקופה מטפח,-1
ולמטה טהור כנוגע,-1
למה הצריך שיצרף ידו שמלשון,-1
סתום ומטמא כל,-1
"ע""ב) במשנה ובפרק תינוקת (דף ס""ט) ושנינו",0
לצירוף יד ואפשר דמשמע לרבינו,-1
ואין צורך לצירוף יד ואפשר דמשמע,-1
לצאת: כתב הראב''ד,-1
"משנה פ''ק דכלים (מ""ד) חמור מכולם",0
יהושע מטמא באסקופה,-1
דלישנא דנגיעה לאו,-1
באהל מה שאין,-1
במגע ובמשא ובאהל טומאת שבעה וטומאת,-1
שמלשון המשנה משמע דבנגיעה בעלמא טמא,0
ממ''ש בשמו בסמוך לחד לישנא,-1
נגע באסקופה וכו',-1
ואין צורך לצירוף יד,-1
"מינים (דף מ""ג) ואיתיה בת''כ: נגע במשקוף",-1
באהל מה שאין כולם,-1
משום דכשטומאה בבית הוי הבית כקבר סתום,-1
כ''ג ונזיר (דף,-1
בשמו בסמוך לחד לישנא אצל צירף ידו,-1
מטפח ולמטה טהור כנוגע,-1
במגע ובמשא ובאהל טומאת שבעה,-1
הנוגע באסקופה מטפח ולמעלה,-1
"תינוקת (דף ס""ט) ושנינו בפ''ב דאהלות דאפי'",-1
בבית הוי הבית כקבר,-1
בשמו בסמוך לחד לישנא אצל,-1
ומ''ש ובין שהאהיל האדם,-1
אפשר דנגיעה היינו צירף,-1
מטפח ולמעלה משום דדרך הטומאה,-1
וכר' יהושע ונראה מדברי רבינו שם דטעמא,-1
שיצרף ידו שמלשון המשנה משמע דבנגיעה בעלמא,0
