text,tag
י''ג חלון שהוא לאויר שיעורו מלא מקדח:,-1
"דחולין (דף כ""ח)",-1
בבית או בתוכה או ע''ג הכל,-1
שכתב או שהיה חלון פקוק ונטל,-1
לטומאה עומדת אלא בדלית,-1
והוא שיהיה באותו,-1
מבואר בדברי רבינו ומשמע לרבינו שאע''פ,-1
מונים בו כדרך שמונין,-1
שמתו מטמאין במשא עד שימוק,-1
ואמרו בתוכה ותחת דפנה הוא שתהיה,-1
למ''ש ברישא כזית מן המת,-1
גבוהה מהארץ טפח,-1
הטומאה נכנסת לה כיון שאין בין פיה,-1
"פירקא קמא (דף י""ג ע""ב)",-1
המוכני לא יהיה יוצא מאחר המגדל,-1
לרבינו דלישנא דנגיעה לאו,-1
סאה כתבה גם רבינו ואפשר,-1
הוציאו בלשון אספתי,-1
פותח טפח זו ע''ג,-1
אלא לפי מה שהעמיד הוא ז''ל פרק,-1
או על גבה תחתיה,-1
מת מי לא מטמא במשא אלא,-1
פי מה שקדם שהאדם,-1
מודה ר''ע דטמא,-1
היה שם כוורת היה כל,-1
להעתיק פה מה,-1
מת וטעמא משום דכיון דכלים,-1
אינו מביא את הטומאה היה,-1
אלא שכאן כולה באויר: ומ''ש רבינו או,-1
רבינו אלא באויר שבין,-1
ובוקעת ויורדת ועל,-1
כל זה והאהל,-1
אבל קשה א''כ,-1
נתחברה עם גג,-1
דאהלות זיז שהוא סובב את כל,-1
בוקעת ויורדת שהרי,-1
אף על פי שנחתכו,-1
כלי עור א''א,-1
תציל על מה שבתוכה וכן,-1
יש בדפנות פותח טפח,-1
פתוח אפילו בטומאה בבית,-1
כל זמן שהטומאה בתוכו,-1
אגרוף וביאור המשנה כ' רבינו שם עריס',-1
או על גבי רגלו והיא,-1
אחר ולומר עליו שטעה ואין לומר,-1
שטעה ואין לומר,-1
לבנה שבתוך הקנה ויש,-1
חסרון הניכר והוא,-1
לא יטמא מין ממיני,-1
דפיה לחוץ ומ''מ כלים,-1
אלא תחתיה ומצאתי בפירוש משניות מוגה שכתב,-1
הנה הוא כמו בית בבית,-1
חלל גבוה טפח אלא שלפי שאין,-1
טומאה בתוכה הבית טהור,-1
טפח למה לא יטמא הבית כיון שהשקוף,-1
יש בספרי רבינו חסרון הניכר,-1
לא חייצי ואי,-1
טמא דקתני הכא הוי,-1
היא דומיא דרישא ועוד דבתר,-1
כל כלים שע''ג,-1
הנקב אשר בשפלות מהארץ אשר ישליכו ממנו,-1
טהורים משום דכיון דאינו כלי,-1
הקדרה גבוהה מן הארץ טפח וכו' היתה,-1
אין טמא אלא הבית בתוכה,-1
כשהטומאה תחתיה כיון דרצוצה,-1
שאינה מטמאה מגבה,-1
שהמקום ארוך וקצר אפילו,-1
בין אדם בין כלים טמא טומאת ערב,-1
אשר יביא את הטומאה בכל שהוא כבר,-1
אליו והוא אשר נקרא,-1
וחוצץ צריך שיהיה חזק ובריא והרי אמרו,-1
שראוי לעלות בו,-1
שיכול אדם לרבע תחת דפנו שמכאן ומכאן,-1
ודינים אלו משנה,-1
אחד מאלו דינה כרצוצה ושפיר מיקריא רצוצה:,-1
הדין דלרבי עקיבא נמי הוי,-1
אשר תחתיה הטומאה,-1
על מה שבתוכה וצריך עיון:,-1
על גביהן כנגדו עד הרקיע טמא ולא,-1
לבין הקורות פותח טפח,-1
חשיבי כגופו ה''ה,-1
רואים כאילו פיה וגג הבית אהל אחד,-1
בבית מה שבתוכה טהור שאין הטומאה נכנסת,-1
בהם משום מדור העכו''ם וכו',-1
דאהלות (משנה שם) תנן הותזו ראשיהם,-1
בכוורת של חרס ונדחק מאד בכמה,-1
מה שהכריע מדקתני,-1
אומר אינו מביא,-1
פחות מכביצה אוכלים שאינם מוכשרים וכו': כתב,-1
סככות ופרעות מדאורייתא אהל,-1
דפלוגתייהו בדלית ביה פותח טפח דאילו הוה,-1
יהיה מפי הכלי פותח טפח,-1
זו מפני שנותנת,-1
ועטרות הם אבנים הבולטים מן,-1
באבן מסמא משמע דמת,-1
"פ''ק דסוכה (דף י""ג ע""ב) בד''ה",-1
מתוכו וכחצי זית מאחריו מצטרפין,-1
דכיון שהיא אהל על הארץ,-1
כבר אפשר ליישב,-1
בארובה פותח טפח לא,-1
בוקעת ועולה בוקעת,-1
טומאה תחתיה או בבית כל שתחתיה וכל,-1
במשנה היתה בתוכה או,-1
"העור והרוטב (דף קכ""ו ע""ב)",-1
מאמצעה נמצא גבהו ד' אצבעות,-1
זה טפח על טפח מרובע: ומ''ש,-1
ל':) פלוגתא ופסק כרבי מחבירו ועוד דבשילהי,-1
וכאן איחר רבינו המשנה המוקדמת מפני,-1
[סנדל של עריסה הוא דומה לעטרה,-1
החבית כבר נטמאה,-1
הכי וכדמשמע מפירש''י,-1
דאשקלון מהמובלעות ויש בה,-1
ניטעת ושדה שאבד בה קבר אינה ניטעת,-1
שנים [ומפרכסת] מטמאה טומאת אוכלין,-1
טומאה בוקעת ועולה,-1
הוי כאילו היא וגג הבית אהל,-1
שבקיה עד הכא גבי,-1
כאילו הן תחתיה,-1
שנים או רוב שנים [ומפרכסת],-1
יש בבשר הנשאר כדי,-1
כנגד הטומאה דכיון דאין כלי חוצץ,-1
מבחוץ וכן אינה עוברת לכלים שתחתיה,-1
שמשם למדנו שאין עונשין,-1
עד שהוא נראה בבית אם היה אותו,-1
ר' אסי אמר [רבי מני] כהבדלת,-1
העכו''ם אם אינן,-1
תהיה נכחית לשטח,-1
א''א לא מחוור ובמסכת חולין גרסינן,-1
גביו טהורים וכו' ובישן,-1
שוליה וגג הבית אהל,-1
או בתוכה או ע''ג הכל טמא,-1
טומאת מת היתה הטומאה,-1
בתוך הפתח והכא מיירי,-1
הבית טמא דאפילו אם היתה מוקפת,-1
האבר לא נדמהו עצם כשעורה מן המת,-1
כשאין שם פותח טפח יוצאה,-1
שהשרשנו שיהיה כל מה,-1
טהור בבית אין טמא אלא,-1
שאינה מטמאה מגבה אבל,-1
טהור שאין הטומאה נכנסת לה כיון,-1
כבר נתבאר דהיכא דפיה לפנים וגבוהה,-1
ובתוספתא נתון על,-1
קשור בכותל דהשתא מקבל הוא,-1
מתוכה טמאה היא אבל,-1
כלי גללים נעשה אהלים לטמא אבל לא,-1
כ''מ שהוא בספק הקבר,-1
עד שלא נשאר בה,-1
לא היה חוצץ,-1
בפ''ז דאהלות נפש אטומה,-1
כלי היא: [מ''ד] היתה,-1
מן הצדדין טומאה,-1
משנה חלון הנעשה,-1
בתוך פתח הבית והכא מיירי,-1
נמי הוי דאורייתא אלא דלמר הוי,-1
דרך דופני הכוורת מידי דהוה אפתחי הבית,-1
בינונית א''א קשה לי,-1
טמא תוכה וגבה טהור תוכה או על,-1
וכן מוכיח בתוספתא שאמרו,-1
ומה שכתב בזמן שהיא עגולה שלשה,-1
לענין יחוד קטנה היודעת טעם ביאה ומאחר,-1
ע''ג העליונה נקטה נמי הכא: ומ''ש אין,-1
בזו וכו' א''א לא,-1
כתב שם התנו באבר מן החי,-1
שמשון והרא''ש פירשו,-1
על מה שבתוכה אלא אשמעינן,-1
וחוצצין וכו' עד כבש כנף הטלית באבן,-1
או גבוהות מן הארץ טפח וטומאה תחת,-1
שניהם תחת גג אחד וכלים,-1
דאהלות שם וכחכמים: ועל מ''ש רבינו או,-1
וחוצץ ולכך העלה שאין הטעם מפני,-1
כחוט המשקולת: וכתב הראב''ד,-1
מבחוץ וכן אינה עוברת לכלים,-1
ויורדת א''א לא יורדת,-1
שתציל הכוורת על כלים שבתוכה,-1
על הרריה ועל אבניה כי לא יקברו,-1
אלא מת עצמו,-1
קודם דין זה ואחריו מיירי בנחרש,-1
שנינו ברפ''ב דאהלות,-1
לא היה שם פותח טפח וכן בינו,-1
קרקרותיה כל שכנגד הטומאה בין מלמעלה,-1
טפח מכל צד אלא אהל,-1
דכלים אינם חוצצים בפני הטומאה,-1
זה המגדל בתוך הבית הנה,-1
לפי שהיא תחת הדופן,-1
בתוספתא וטעם החילוק,-1
והטעם מבואר לפי ששם בבית,-1
דאע''פ שאפשר לומר דרבי,-1
גם זה במשנה שם בבא,-1
קבר ניטעת ושדה שאבד,-1
הלכה כרשב''ג וכתב,-1
אמרן דנעשה אהל לטמא אבל לא,-1
שיש כקרקע הוא חשיב שהרי מין קרקע,-1
כוונתו כאן בחלון,-1
להם צורך וכו',-1
פרק זה דקתני טומאה תחתיה כנגד קרקרותיה,-1
אצבע למעלה הוא שמתקצר,-1
נישא על הכלים ובכה''ג אינם,-1
"(דף ס""א ע""ב)",-1
ואין חוצצין א''א אולי סובר זה המחבר,-1
גבי איסור הבת וכי עונשין מן,-1
זה הקובב אמרו ב''ש,-1
היה הלוח או,-1
או על גבה הכל טהור ולענין,-1
א''א פחות מטפח לכזית מן,-1
לכותל אע''פ שהוא,-1
עקיבא דכי היכי דלרבי ישמעאל הוי,-1
רפוי וכיון שהוא רפוי חשיב,-1
הטומאה לכל הכלים שתחתיו,-1
והבית טמא תוכה,-1
תחת זה הקובב ובה''א שהתנור לבד,-1
כלים או אבנים וכו' שאינו טמא,-1
בפרק י''ב דאהלות הבטח אינו,-1
והלא אפילו של עץ והם באים במדה,-1
ומ''ש או שנשאה אחר והניחה,-1
הם מיוחדים למנורה וגם כי כתב ר''ש,-1
מיירי שהרי אותו פרק,-1
על אויר העין נסר שהוא,-1
ועוד דרבינו לישנא דמתני' נקט ששנו,-1
היה זה הכלי,-1
וחוצצת בפני הטומאה וטומאה תחתיה כלים שעל,-1
בארובה פותח טפח לא אמרינן דהוי כלבוד,-1
תחתיה טמא לפי שהבית יטמא להגעת הטומאה,-1
קבולי טומאה הוא וכן מפורש בתוספתא,-1
בעין פותח טפח,-1
גבי היתה הטומאה תחת,-1
ובשר הפורש מן החי,-1
דהיינו גג וכותליו אלא לכותל לבדו שנסדק,-1
גדול של לשכה ובפי''ז דכלים תנן,-1
וא''כ כשיכולים לקבל מעזיבה בינונית,-1
רבינו למה לא פירש שרבינו ז''ל בספר,-1
אלא תוכה וכאן בתוכה או,-1
שוליה וגגה וגג,-1
בעודף מכל צדדיו פותח טפח היא,-1
מאי דאמרינן בתוספתא,-1
אומרו או מודבקת לשקוף הנה,-1
בקיאים בכך ויודעים שמותר לנטוע בזו וכו',-1
למה עלייה טהורה מ''ש ממה,-1
בוקעת ועולה בוקעת ויורדת,-1
אם יש בארובה,-1
דאהלות שהיא פרק זה דכוורת ומה שקשה,-1
וכיון שע''י האהל מתפשטת הטומאה אם,-1
[מ''ד] היתה גבוהה,-1
דומיא דמאי דכתב,-1
הכותל לא יטמאו,-1
ואיני יודע איך נתפייס הראב''ד,-1
והם מגולים על פני השדה,-1
אף הקטן משום,-1
והטעם מפני שכבר נתבאר,-1
אהלים לטמא אבל לא לטהר כדתנן,-1
ולא האיר ולא הצהיר,-1
ראויים לקבל מעזיבה בינונית א''א קשה,-1
דרבנן פליגי את''ק וסברי דמחזקת ארבעים סאה,-1
טפח טומאה תחתיה או בבית,-1
הטומאה בתוכה או על גבה הכל טהור,-1
משום דקשיא ליה מ''ש,-1
פי''ח דאהלות וכחכמים: וכתב הראב''ד ולמטה,-1
טמא דטומאה רצוצה היא,-1
ונקרא בערבי זגאב,-1
כלי טמא חוצץ והראב''ד העמידה,-1
ועל מ''ש רבינו וביניהם,-1
אין טמא אלא הבית בתוכה אין,-1
בתוך הבית וקדרה נתונה תחתיה שאם תעלה,-1
חרש שאינה מטמאה,-1
נדחקו במאי דקתני,-1
אינו בדין שתציל הכוורת על כלים שבתוכה,-1
רפוי וכיון שהוא,-1
הכוורת על כלים שבתוכה כנגד,-1
בשם רשב''ג משמע,-1
גבה אלא דוקא בחלק שממנו,-1
שעל גביו טמאים: [מי''ד],-1
קשה א''כ אמאי מצלת על מה שבתוכה,-1
במדה וזה אינו שכבר כתבתי בראש הפ',-1
לתמוה דהא אין,-1
השניה כנוגע בכלים שנגעו באהל,-1
הוא דרכו ועוד שלקמן בפרק זה ביאר,-1
רצוצה ובוקעת ועולה וכו': היתה גבוהה,-1
באמת פשט המשנה כך הוא דקתני בריש,-1
לכל החלוקות קאי דבכל חלוקה מהם הנוגע,-1
ארבעים סאה ואע''פ שכתב הרמב''ם דכלי עץ,-1
שכבר כתבתי בראש הפ' דברי רבינו שכתב,-1
טמאים כנגד הטומאה,-1
טומאה בבית מה שבתוכה טהור שאין הטומאה,-1
פחותה וכו' ולפי טעם זה לא היה,-1
אלא באויר שבין קורה לקורה שעליה,-1
את הטומאה כמבואר בפי''ח וצ''ע:,-1
ויהיה בינו ובין הארץ גבוה,-1
המגדל לארץ הכלים טמאים מטומאת,-1
גבוהה מהארץ טפח הוא,-1
כלים שתחתיו טמאים טומאה תחתיו,-1
הטומאה בכולה ר''ל כל מקיפה ולזה,-1
ברפ''ו גבי אהל שהיה,-1
הכל טמא וכו',-1
עליו קוברי המת בש''א הכל,-1
בריא וחזק אלא שיהיו דבוקות ולא יהיו,-1
דלא נימא דברוב שנים,-1
של יד שהרי,-1
המת מטמא באהל והוא פשוט,-1
הזית בתחתיה או,-1
וישמע חכם ויוסיף לקח: [מ''א] כוורת,-1
או הכלי העליון שהטומאה מלמטה גבוה,-1
טהור מפני שאינו תחת אהל,-1
זה שם במשנה ופי' על גבה,-1
שכתב דבאבד מיירי שהרי אותו פרק,-1
עץ שאינו מקבל,-1
אבל כשהיא בתוך,-1
ע''פ פירושו אחת לאחת למצוא חשבון,-1
שוה לאידך בבא דקתני בה נמי בד''א,-1
כל הדרך והיו צריכים לדלג עליהם: ומ''ש,-1
היתה מונחת על הארץ ופיה לחוץ,-1
פשתן מיירי שהוא מקבל טומאה,-1
מה ששנינו שם נתון ע''פ,-1
בין שתים זו על,-1
גבה מבחוץ כל שהוא כנגד הזית,-1
אפילו הנוגע מאחריו,-1
הטומאה עוברת מקורה לקורה,-1
בג' תנאים התנאי האחד,-1
שהוא וכבר נודע שזה הוא דרכו,-1
אינו כדאי פי' זה להטעות,-1
טמא שהרי טומאה באויר הבית ועברה הטומאה,-1
נשאר עליו כזית בשר,-1
בתים שהוא אינו חוצץ אם לא,-1
פ''ד דאהלות כלשון רבינו והנה יש בספרי,-1
עכ''ל: והראב''ד כתב,-1
טפח ברום טפח,-1
כנגד הטומאה וגם בזה הטעם דכיון דהכא,-1
החי שחסר עצמו לא אמר ג''כ,-1
שהוא רחב טפח וסובב כל כתלי,-1
תאמר היכי שייך לומר כן,-1
פי תנור חדש וכו',-1
על גבה הכל,-1
וכ''כ רבינו בפירוש המשנה:,-1
ובבבא דגבי כוורת שהיא כלי,-1
ומ''ש הרמב''ם כמו שביארנו רומז,-1
הרי היא חוצצת ומצלת על,-1
עליו מחלוקת ואולי יש הפרש בין,-1
כנגד הזית תוכה והבית,-1
נתמעט בקורי עכביש,-1
שנייה שבראש הפרק,-1
הראב''ד א''א זה המחבר,-1
ובתוס' אחלון טפח מפרשי ההיא דלא,-1
קרקע הוא: ועל,-1
או לוח העליון,-1
יליף לה מקרא ובס''פ העור והרוטב (דף,-1
בכוורת של עץ כמבואר,-1
טמא או גבה טמא או הכל,-1
באחד מאלו הענינים טמא והוא,-1
"מ""ט ע""ב) תנן דמלא תרווד רקב מטמא",-1
גבוהה מן הארץ:,-1
לחוץ אלא שכאן כולה באויר: ומ''ש רבינו,-1
והוא אמרו הכל טמא ואם היה זה,-1
והתנה שיהא באויר שאם,-1
כסף משנה ארובה שבתוך תקרת הבית וכו',-1
רבינו הטעם: ומ''ש היתה פחותה,-1
רבינו שמ''ש וביניהם אויר פותח טפח,-1
עד לכל דבר,-1
היתה טומאה כנגד קרקרותיה אין לפי,-1
בין לוחות עץ לטבליות של שיש דשל,-1
על הראב''ד למה קראו מוציא דברים,-1
כל מה שיגע בחבית טמא,-1
הילכך הטומאה בוקעת ויוצאת דרך דופני,-1
שכתב אבל המעמיד כלים או אבנים,-1
שהוא למעלה מי''ב,-1
כיסוי שיהיה כמו קבר סתום או תהיה,-1
ועל מ''ש רבינו אם היתה הטומאה גבוהה,-1
העכו''ם בשידה תיבה,-1
בו עד שלא נשאר בה חלל,-1
דרבי יוסי הגלילי קאי,-1
לומר שלא הוה,-1
ונמשכים אחריה עכ''ל,-1
שם כנגד הקורות,-1
שצריך שיהא אהל בריא וחזק אלא שיהיו,-1
דאמרו בפ' כה''ג שאני שמאי,-1
קשור בכותל דהשתא,-1
מיוחדים למנורה וגם כי כתב ר''ש,-1
והרפפות מצטרפות כמלא מקדח כדברי,-1
מוטה על צדה באויר,-1
מכוסה וכו' עד,-1
שאין מינם מקבל טומאה,-1
שהוא אהל של,-1
אלא האדם בלבד וכו',-1
ספרו היה משובש,-1
שותף וכו' עד ושל חבירו,-1
שהשיג על רבינו שכתב ואם חסר עצמו,-1
ולזה כתב רבינו דהני מילי בקבר אבל,-1
שכלפי הטומאה כנוגע במת וצד שני,-1
"דבשילהי חגיגה (דף כ""ה) מוקי סתם מתני'",-1
טמא והבית טהור ר''ע אומר הכל טהור,-1
הטומאה על גבה כלים שבכולם טהורין,-1
ודברי רבינו ופירושו מרווח,-1
אחד הרי זה מפסיק וזה מבואר בדברי,-1
טמא דטומאה רצוצה היא ובוקעת ויורדת ועל,-1
הנוגע בדופק דופקין,-1
פשיטא דטמא אבל קשה על פירוש,-1
טפח אלא כאצבע חשיב אהל ומביא,-1
בתוספתא פרק י''ב דהיינו כחוט,-1
על טפח הכל טמא ר''ל העלייה,-1
דאהלות ונתבאר בפרק לא יחפור (דף,-1
אם היתה סמוכה,-1
לחוץ אלא ששם טומאה בבית אין טמא,-1
ראויים לקבל ועי''ל שרבינו כתב,-1
הקברות א''ל לא מתני מר טהרות דתניא,-1
זה מקום שתהיה הטומאה,-1
זה בכוורת של,-1
מ' סאה שאינה מקבלת טומאה,-1
התחתון תחתיו בלבד,-1
שניהם תחת גג אחד וכלים שתחתיה,-1
עם הבית כדי,-1
או אפוצה דמי והיאך חילק,-1
כשהיתה פחותה ופקוקה,-1
קנה לענין מה או מסמר ינעול,-1
לבית בכל שהוא,-1
לי שמה ששנינו הכל טמא לכל,-1
ששם בבית אין טמא אלא הבית וכאן,-1
שלא יאמר יש לי בדין,-1
ה''ה דאינו יודע,-1
שהיא פרק זה דכוורת ומה שקשה לי,-1
מדור הכל אחד דמדור היינו,-1
פי''ג ופירושה דכשהוא עומד הוא,-1
כתב הראב''ד ומביא,-1
שמאחר שהיה בה,-1
אמרו בפרק הנשרפין (דף,-1
יוצאת והמגדל בא במדה,-1
ג' ובפ''ה והוא בתוספתא דאהלות,-1
דרך הפתח לחוץ,-1
הבית ואין בינה לבין,-1
היתה כוונתו ואע''פ שלשון כבי נאמר בפרק,-1
[מי''ג] היתה יושבת על שוליה והיא,-1
טמאים [טומאת שבעה] והשלישי בין אדם בין,-1
אלא מאי במשא באבן מסמא משמע,-1
הוא דתני הכי דהא משמע התם,-1
תחת אהל אחד שהאדם נעשה,-1
בד''א שהיה האהל,-1
"פרק יוצא דופן (דף מ""ב ע""ב)",-1
שאע''פ ששנינו טהורה היינו לענין שלא גזרו,-1
הוא ז''ל פרק זה בכוורת,-1
משנה פי''ב דאהלות נגע,-1
כנגדה אבל כשאינה רצוצה אין,-1
מהם מחצה לקרן,-1
יודע לשמור מביאה דוגמא לדבר מה שאמרו,-1
על רבינו שהצריך בשר,-1
דמועד קטן (דף ה',-1
שכתב הרמב''ם דכלי עץ הבא במדה אינו,-1
היו תחת הסדק,-1
הטומאה לבד עד לרקיע וכן מוכיח,-1
טהורים וכ''כ בתוספות פ''ק,-1
הוא דאיצטריך למיתני הכי ולהו נ''מ ולכך,-1
הטומאה דוקא הוא,-1
זו מביאה את,-1
אהל אחד והילכך טומאה,-1
מפני שהב''ח יחפרו,-1
כאן יש בספרי רבינו חסרון,-1
ויש לאורגים כלי שנקרא,-1
"ר''ע (דף פ""ב ע""ב) דאמרינן",-1
בבי דלעיל נמי מצי למיתני או,-1
אבר הפורש מן המת,-1
במינם קבלת טומאה,-1
טפח על טפח,-1
דרך לשום בחלון,-1
יודע למה הצריך שיצרף ידו שמלשון המשנה,-1
דין כלי יש לה לקצת,-1
במשנה וכתנא קמא,-1
נמי טמא והוא הדין כשהטומאה,-1
מ''ש וכזית מן המת נתון תחתיה כנגדו,-1
דאי יש בו בשר הרבה,-1
השיגו הראב''ד וכתב,-1
דבריו שמפרש דמיירי שהתנור משוקע בקרקע,-1
וגבה טהור מפני,-1
הזייה שלישי ושביעי אבל הנטמא באוירה,-1
המת נתון תחתיה,-1
מן הארץ: כתב הראב''ד,-1
מלא מקדח: וכן חלון,-1
ויש בספרי הדפוס חסרון וכך היא,-1
למעלה מאמצע גבהה נמצא ששם הוא טפח,-1
וכשאנו מגביהין הקו אצבע למעלה מאמצעה,-1
"וזיז אינו מיטלטל, ולדעת רבינו י''ל",-1
בו מתוכו טמא טומאת,-1
בעדיות פרק ו' וכו' מרובה,-1
זב (תחת האבן או) תחת הנדבך,-1
גבוהה טפח אמנם יטמא,-1
וגם נראה לומר דה''ק הקבר וכו',-1
שפירש קנה של גרדי אספתי,-1
על גבה דכיון דקי''ל דכלים נעשין,-1
כזית בשר הפורש ממנו ועצם כשעורה,-1
שהיא גבוהה מן הארץ טפח,-1
גדולה המחזקת מ' סאה,-1
יראה לי שאם נגע בצפרניו,-1
היינו צירף ידו,-1
הראב''ד א''א כמה שיבושים נשתבש וכו',-1
דירת עראי היא,-1
כלים שבתוכה כנגד הטומאה,-1
גבה אף כנגד,-1
משפתו אל שפתו,-1
כן אף מן,-1
מפני שסמך על מה שכתב שם: כתב,-1
שיצרף ידו שמלשון המשנה,-1
בו בין מתוכו בין מאחריו טמא,-1
כנגדו עד התהום טמא,-1
ויורדת וכשהיא על גבה כיון דקי''ל דכלים,-1
למעלה מי''ב טפחים הנה הוא,-1
כתב רבינו בפרק שאחר,-1
וכנגד פיה טהור,-1
טמא מפני שהיא כקבר,-1
ובפרק לא יחפור (דף כ') אמרינן דעכו''ם,-1
לשם לפי שזהו דין,-1
במדור העכו''ם אמר למעלה שבודקין אותו ובחוצה,-1
מעמיד כלים או אבנים,-1
במת ושינה רבינו לשון המשנה,-1
פי' קרקרותיה שוליה המחודדים,-1
כדי לעלות ארוכה בחי,-1
הקטן אינו שיער ממש אלא,-1
משנה בפ''ב דאהלות (שם במשנה) ופכה''ג,-1
עד כבש כנף הטלית באבן,-1
וכלים שתחתיה ג''כ טמאים שכיון שהיא גבוהה,-1
במ''ש חסר מכאן לומר שלא הוה,-1
שמותר לנטוע בזו וכו' א''א לא כי,-1
אם נשאר עליו בשר,-1
משנה שני זיזין זה ע''ג זה,-1
פיה לפנים הוי כאילו,-1
לשתהיה ע''ג התחתונה,-1
לבית דרך פתח פיו,-1
אבל אם היו,-1
לא לטהר לא עדיפא קדרה,-1
איך הוא מוציא,-1
מכאן היינו שהיה בנוסחתו בדברי רבינו,-1
לא היה לצד חוץ אלא,-1
כלי שלם וכו',-1
בתקרה עד שלא תהא יכולה לצאת,-1
בגג ומשיג על רבינו,-1
לומר דה''ק הקבר וכו' מטמא,-1
שעדיין יקשה על,-1
טפח וכו' וכנגד כל הארובה טמא: כתב,-1
השתא לא איירי,-1
ומ''מ כלים שבתוכה כנגד,-1
מצאתיו בספר מוגה: וכתב הראב''ד היה,-1
גם בפרק ר''ע הוזכר היסט משום משא,-1
שנים או רוב שנים,-1
זה הנוגע בדופק דופקין טהור כך נראה,-1
ע''פ מ''ש: וכן,-1
לאכול ובמת משמע דגילוי,-1
אף כנגד הזית טהור דכיון דלאו כלי,-1
דקתני בריש פרק,-1
דלישנא דמתניתין דפי''ג דאהלות נקט דקתני אלו,-1
התחתונות וטומאה תחת,-1
קטן בן ט' שנים ויום אחד,-1
כשהיא בתוכה או על,-1
דברי הראב''ד נכונים ושפתים ישק,-1
דליה לא ס''ל ומאחר דמילתא דרבנן,-1
לשון המשנה וכתב הפוחת את המעזיבה,-1
המשקוף העליון הנכחי אליו,-1
"בבכורות פרק הלוקח בהמה (דף כ""ב) פי'",-1
שאני כיון שהאהיל כנגד ארובה נטמא הכל,-1
א''א איני יודע מה ראה לפרש,-1
הטומאה גבוהה מן הארץ: כתב הראב''ד זה,-1
הוא ולית הלכתא כוותיה ועוד,-1
"ופירש''י כמ''ש, ובשר בחלב מכיון שאסר",-1
מתני' דהאי פירקא הא,-1
העליונות מכוונות כנגד האויר שבין קורות התחתונות,-1
מפרש אלא מחבר ומכ''מ מתוך לשונו,-1
טעם ביאה ומאחר,-1
מאי הותזו ר''ל אמר הותזו ממש ר',-1
ראש זו בין רגלי זו,-1
הנוגע בכותליו טמא הני מילי בשהיה בנוי,-1
רבינו וכל מה שבאויר תוכה טהור חוץ,-1
חומשים ונמצא מדת אלכסונו ז',-1
אליו וכו' ואם היתה הטומאה תחת דפנה,-1
בטומאה בצפרניו ובשיניו,-1
ולפיכך מצלת על מה,-1
ומ''ש רבינו היתה גבוהה,-1
הראב''ד טומאה בוקעת ועולה בוקעת ויורדת,-1
הוה ליה לרבינו לסתום,-1
רוב שנים] ורמז ואמר כתבו,-1
לא תכנס לבית דלא דמי להני דאמרן,-1
בארובה פותח טפח לא אמרינן דהוי,-1
אילימא במשא ממש אטו,-1
דהיינו שהיא גבוהה,-1
אפילו מאה אמה,-1
בהיותו מאהיל על,-1
הטומאה הנה נטמאו מפני היותם עם המת,-1
ומכאן טפח על,-1
הארץ רואין אותה כאילו נתחברה עם,-1
הם תחתיה ונמצא שהם,-1
פותח טפח אפילו אין באויר פותח טפח,-1
ומה שהוא חוצה,-1
ד' וסתומה משלש רוחות ונסדקה התקרה מהרוח,-1
טהור ולענין מה,-1
בתנור דברים נכונים הם,-1
הוא דקתני בריש פרק י''ב דאהלות,-1
מר טהרות דתניא,-1
השני טהורים משמע דעד השתא,-1
אבל בכל השנים,-1
שתמה על פי' הרב היוני נתיישב בדברי,-1
וגבהו שלש אצבעות וכשאנו מגביהין,-1
ולישנא דהרמב''ם דייק הכי שכתב שכלי עץ,-1
בו עבד או אשה,-1
הוא הנקב אשר בשפלות מהארץ אשר,-1
טהורים וכו' ובישן טמא וכו' נתון על,-1
אלא טומאת ערב כיון דליכא כזית,-1
כתב בפירוש המשנה:,-1
הראש לגמרי וכפשטא דלישנא דברייתא,-1
כנגד האויר שבין,-1
מהארץ טפח אין חילוק בין,-1
מטפח ואנו צריכים,-1
משנה כל טפח על טפח,-1
שעל טומאת עפרה שורפים תרומה וקדשים,-1
מטמא במגע ובמשא ואינו מטמא,-1
מיטמא מגבו הכא דטומאה בוקעת תוכה,-1
או בבית או בתוכה,-1
נראה שמ''ש בהשגה שקודם זו חסר,-1
שהוא כנגד הזית תחתיה וגבה טמא,-1
בא ללמדנו שלא,-1
גג הבית והיה הכל גג,-1
המשנה כוורת שהיא בתוך הפתח,-1
בבא זו כדין בבא,-1
ואחד הנושא על,-1
והבית טמא וצ''ע:,-1
דאין תוכה טהור אלא,-1
מ''ש נתבאר דכנגד הטומאה,-1
גבה אף כנגד הזית,-1
נדמהו עצם כשעורה,-1
מהבית אל תחת הקדרה,-1
היתה גבוהה מהארץ טפח דאינו כלי,-1
שאינו תחת אהל ואם היתה,-1
[שהוא רחיים של,-1
למעלה מי''ב טפחים הנה הוא יביא את,-1
ופיה למעלה לקורות הבית ואין,-1
חשוב ואינו מתמעט עד שיבטל המיעוט ואותו,-1
קרקע וכמאן דליתנהו,-1
זה נפרש לדעת רבינו לענין,-1
שהרי היא בכלל כלי,-1
ע''ג העליון כנגדו ועד,-1
דהתם מיירי בשקצתה בתוך פתח,-1
זה אינו אהל,-1
למטה לטמא תחתיה הרי הכוורת,-1
זו שגזרו על,-1
אם נשאר עליו בשר כזית מטמא,-1
הראב''ד או סתמה עד שנשאר בה פחות,-1
וכו' ותוכה וגבה טהור מפני,-1
